lumpy,x,y,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da
0,177.25,64.25,52.6,8.2,31.0,0.0,36.2,-21.3,-17.2,-13.1,1.9,10.71,146,3,0.0,0.006020176
0,35.25,68.75,88.8,6.8,31.0,0.0,46.5,-15.9,-12.5,-9.1,2.3,16.32,159,3,0.007031744,0.000141521
0,46.25,49.75,75.8,6.5,30.49,0.2,28.9,-11.1,-7.8,-4.6,3.2,12.27,146,3,132.7433165,0.00565485
0,59.25,59.25,71.3,7.3,31.0,0.1,35.2,-20.8,-17.1,-13.5,1.4,10.53,160,4,22.50166543,1.33e-05
0,44.25,42.75,69.8,9.5,31.0,0.5,67.3,-17.9,-13.1,-8.4,1.3,11.52,211,9,533.9067858,0.010234193
0,80.25,37.25,49.8,10.9,30.49,0.6,0.0,-11.1,-5.6,-0.2,2.7,0.0,185,3,171.5419277,0.0
0,79.25,22.25,10.9,14.5,0.0,2.9,0.6,10.1,17.3,24.6,10.9,0.05,169,2,4879.486527,1153.271127
0,60.75,68.75,75.0,7.6,31.0,0.0,17.9,-24.1,-20.3,-16.5,1.3,15.15,147,6,0.015892651,0.001197134
0,109.25,69.25,67.6,7.4,31.0,0.0,19.9,-36.1,-32.4,-28.7,0.3,10.96,169,4,0.972641838,0.000178279
1,22.43246,42.33721,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041
0,82.75,23.75,22.7,14.5,0.52,2.4,1.5,8.5,15.7,23.0,10.7,0.09,164,3,4874.75492,1046.801384
0,165.25,65.75,66.2,9.3,31.0,0.1,12.5,-32.7,-28.0,-23.4,0.4,11.59,183,3,0.0,0.001061418
0,76.75,70.75,81.0,7.1,31.0,0.0,30.4,-25.8,-22.2,-18.7,1.1,19.97,145,11,0.002928922,0.005068086
0,86.75,51.75,55.6,10.8,31.0,0.2,4.7,-31.7,-26.3,-20.9,0.3,7.04,176,4,237.6743798,0.000256758
0,60.75,61.75,66.6,8.6,31.0,0.0,28.8,-23.0,-18.7,-14.4,1.3,9.71,153,4,0.421078382,2.7e-05
1,19.5789,41.0503,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
0,23.75,40.25,69.8,6.5,10.78,0.9,53.7,2.7,5.9,9.2,7.2,8.49,141,2,40.79218366,0.0
0,118.75,57.25,65.0,11.0,31.0,0.0,2.9,-39.3,-33.8,-28.3,0.2,2.18,180,3,20.90896443,0.000588722
1,22.46574,42.53685,83.9,6.2,26.19,0.7,28.7,-4.9,-1.8,1.3,4.1,8.41,198,4,156.8329071,0.0
0,42.25,22.25,45.7,12.4,0.0,3.9,7.1,12.1,18.3,24.5,9.0,2.16,181,9,1.767670832,0.0
0,71.25,56.25,47.7,8.3,31.0,0.0,4.3,-25.5,-21.3,-17.2,1.0,5.51,155,3,135.5040889,0.000345599
0,109.25,28.25,86.0,4.4,21.77,1.1,25.4,-1.5,0.7,2.9,3.4,12.42,175,3,2502.007299,754.6022189
0,37.75,26.25,34.2,11.9,0.06,3.7,3.9,9.5,15.4,21.4,7.2,1.47,162,9,3.42e-14,0.0
0,89.75,50.75,40.8,13.6,31.0,0.1,10.8,-42.1,-35.3,-28.5,0.0,5.53,228,9,94.53391032,0.001398909
0,79.75,30.75,53.7,13.1,31.0,1.3,11.4,-15.9,-9.3,-2.8,0.0,1.07,234,10,2182.9479,420.4305888
0,57.75,54.25,63.0,9.1,31.0,0.2,11.3,-22.9,-18.3,-13.8,1.0,6.61,168,4,0.0,0.0
0,42.25,52.25,80.1,5.9,30.82,0.2,47.8,-12.3,-9.3,-6.4,2.6,15.38,156,2,202.440656,0.000781486
0,33.75,30.25,38.6,11.3,1.01,2.4,4.8,7.9,13.5,19.2,9.7,3.46,160,9,0.061397266,9.29e-07
0,110.25,55.75,59.6,10.7,31.0,0.1,2.9,-40.1,-34.7,-29.4,0.0,3.98,207,9,28.68455275,0.000317823
0,108.75,74.25,59.6,6.0,31.0,0.0,18.1,-36.3,-33.3,-30.3,0.4,12.82,148,3,6.573838821,0.001215305
0,78.25,27.75,44.6,14.6,2.6,1.9,4.2,6.6,13.9,21.2,9.3,0.28,156,2,3266.696481,23305.54857
0,33.75,56.25,88.5,5.3,30.34,0.0,63.8,-10.7,-8.0,-5.4,3.4,21.69,158,2,70.6928035,2.04e-05
0,73.25,57.25,51.0,8.0,31.0,0.0,4.9,-25.6,-21.6,-17.6,1.0,4.82,151,4,111.4865751,0.000400456
0,169.25,66.25,66.7,10.0,31.0,0.0,16.4,-32.1,-27.1,-22.1,0.6,10.24,163,3,0.0,0.000583523
0,83.25,64.25,87.0,6.3,31.0,0.0,22.3,-26.7,-23.5,-20.4,1.0,18.19,154,4,0.003806509,0.000137221
0,129.25,51.75,33.8,13.0,31.0,0.0,4.0,-33.7,-27.2,-20.7,0.8,4.13,161,2,21.93798933,0.001301934
0,92.75,57.25,70.8,8.1,31.0,0.0,9.0,-27.4,-23.3,-19.3,0.9,6.87,161,4,27.51594386,2.39e-05
0,80.25,6.25,57.2,8.4,0.0,4.0,151.0,22.1,26.3,30.5,25.3,8.42,145,5,445.7702122,624.7840232
0,62.25,47.75,58.6,9.1,31.0,0.2,6.2,-20.1,-15.5,-11.0,1.6,7.5,150,8,58.69603614,0.016350184
0,67.75,68.25,97.4,5.3,31.0,0.0,15.2,-24.6,-21.9,-19.3,1.1,16.05,150,3,0.002048421,0.000484384
0,94.25,19.25,23.4,12.5,0.0,2.9,3.0,15.1,21.3,27.6,17.7,1.41,171,5,460.3966251,13.26695566
0,80.25,62.25,83.9,6.7,31.0,0.0,18.5,-26.0,-22.6,-19.3,1.0,15.17,153,4,0.0,0.0
0,162.25,57.75,78.5,6.4,31.0,0.0,34.7,-19.7,-16.5,-13.3,1.9,14.54,154,3,23.53965654,0.125761347
0,42.25,65.25,90.5,7.3,31.0,0.0,51.5,-18.8,-15.1,-11.5,1.9,21.89,153,4,1.070897209,0.000394639
0,161.75,63.25,70.4,8.5,31.0,0.2,11.6,-30.2,-25.9,-21.7,0.4,12.93,187,3,0.035517507,0.001730786
0,88.25,32.75,38.5,13.1,31.0,1.0,5.3,-20.2,-13.6,-7.1,0.3,2.45,243,3,88.02579624,0.0
0,51.75,28.75,42.4,9.8,2.04,1.9,115.3,7.0,11.9,16.8,10.1,11.49,160,5,54.28963577,0.0
0,36.75,63.75,89.0,6.6,31.0,0.0,55.8,-15.4,-12.1,-8.8,2.4,15.58,156,4,5.201535637,0.000623127
0,109.75,50.75,30.7,11.6,31.0,0.1,1.8,-33.3,-27.5,-21.7,0.3,1.37,195,4,44.83219263,6.98e-05
1,20.297327,41.142503,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0.0
0,162.25,66.25,70.6,8.6,31.0,0.1,9.4,-31.8,-27.5,-23.2,0.5,11.95,172,4,0.0,0.000235258
0,85.75,42.75,41.3,12.0,31.0,0.5,3.3,-26.2,-20.2,-14.2,0.0,1.22,215,3,60.30419706,0.0
0,86.75,23.75,34.3,14.5,0.0,2.4,2.0,11.0,18.2,25.5,15.2,0.22,152,2,227.7551917,96.61454517
1,22.40227,42.61592,83.9,6.2,26.19,0.7,28.7,-4.9,-1.8,1.3,4.1,8.41,198,4,156.8329071,0.0
0,131.25,53.75,42.3,11.5,31.0,0.0,4.0,-36.8,-31.0,-25.3,0.3,2.1,183,4,4.055645773,0.000140008
0,133.75,46.75,40.1,8.2,31.0,0.1,8.4,-24.5,-20.4,-16.3,1.0,4.13,172,4,16.11250521,0.0
0,131.75,59.75,72.4,6.5,31.0,0.0,8.2,-39.1,-35.8,-32.6,0.3,3.76,159,4,4.700638215,0.000190516
0,82.25,55.75,51.2,7.9,31.0,0.0,7.1,-27.2,-23.2,-19.3,1.1,10.52,156,4,130.2601288,0.000103984
0,89.75,25.75,41.3,12.7,0.0,2.1,6.8,11.3,17.6,24.0,14.6,0.97,146,11,0.0,0.0
0,172.25,64.75,62.7,9.7,31.0,0.0,26.9,-27.7,-22.8,-18.0,1.2,12.05,175,3,0.0,0.000742227
0,119.25,51.75,30.6,13.2,31.0,0.1,1.7,-36.8,-30.2,-23.6,0.3,0.69,163,4,55.15375332,0.000859864
0,72.75,63.25,75.5,6.3,31.0,0.0,24.1,-24.2,-21.0,-17.9,1.2,15.25,153,4,0.014843213,6.07e-05
0,138.25,59.75,54.9,6.7,31.0,0.0,9.2,-34.8,-31.4,-28.1,0.3,5.19,162,4,3.537664739,0.000225531
0,75.75,14.25,13.6,12.8,0.0,4.3,0.2,17.1,23.5,29.9,16.5,0.0,175,2,4053.128695,3528.083707
0,57.75,61.75,74.5,7.2,31.0,0.0,47.7,-20.4,-16.8,-13.2,1.5,15.57,160,4,2.579665561,5.86e-05
1,47.817564,29.286099,39.7,10.7,0.39,2.7,22.9,8.7,14.0,19.4,9.6,7.73,148,9,195.1925583,0.0
0,102.25,32.75,51.6,19.2,31.0,1.3,2.8,-17.0,-7.4,2.2,0.0,2.57,176,3,2.597811542,0.0
0,77.25,51.75,40.7,9.3,31.0,0.1,5.4,-25.8,-21.1,-16.5,1.1,5.48,154,8,175.3257116,0.003598857
0,124.25,64.25,61.0,6.0,31.0,0.0,12.6,-37.1,-34.1,-31.1,0.3,5.08,155,4,3.786830773,0.000103578
0,99.75,25.25,31.7,12.5,11.29,1.9,36.0,2.5,8.7,15.0,7.1,7.72,147,3,2632.502133,127.6738228
0,104.25,40.75,28.5,12.2,31.0,0.3,0.5,-20.0,-13.9,-7.8,1.9,0.85,186,8,8.486920371,0.0
0,91.25,74.25,66.4,7.3,31.0,0.0,17.0,-32.0,-28.3,-24.7,0.6,18.66,163,9,5.793556976,0.000818493
0,54.25,63.25,77.5,6.5,31.0,0.0,42.3,-18.7,-15.4,-12.2,1.7,18.42,153,6,10.58950053,0.000422467
0,48.75,25.25,43.9,9.0,0.0,3.5,36.1,12.5,17.0,21.5,9.9,10.13,164,9,8.745245432,0.0
0,88.75,50.25,39.8,12.9,31.0,0.2,6.4,-39.9,-33.4,-27.0,0.0,5.83,203,4,177.3534457,0.001703409
0,86.75,28.25,33.2,19.1,31.0,1.2,5.6,-23.4,-13.8,-4.3,0.1,1.92,240,10,115.3216225,0.0
0,107.75,67.25,69.3,7.8,31.0,0.0,12.9,-35.1,-31.2,-27.3,0.4,8.72,170,4,0.0,0.000135607
0,114.75,39.75,23.4,12.0,31.0,0.9,0.0,-20.9,-14.9,-8.9,0.0,0.26,202,4,426.3866682,0.0
0,43.25,41.75,68.9,9.6,30.84,0.4,37.8,-12.4,-7.6,-2.8,2.8,8.85,197,4,296.7153223,0.280069241
0,25.75,29.75,27.6,11.4,0.39,2.8,4.8,8.7,14.4,20.1,9.9,2.95,156,9,0.051905423,4.64e-05
0,124.75,68.75,62.8,5.8,31.0,0.0,20.2,-39.7,-36.8,-33.9,0.3,12.71,161,4,1.663762013,0.000186733
0,101.75,63.25,73.0,7.9,31.0,0.0,12.9,-39.1,-35.1,-31.2,0.1,10.16,174,4,6.9989639,0.000301629
0,103.75,28.25,54.3,7.0,24.82,1.1,24.0,-3.6,-0.1,3.4,4.0,11.64,116,3,976.1875048,187.1070468
0,117.25,29.25,69.2,7.9,22.73,1.5,43.8,-1.9,2.1,6.1,3.9,10.39,173,4,60.76722959,494.1633081
1,36.109897,37.161904,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099
0,121.25,57.75,73.1,9.5,31.0,0.1,7.2,-36.8,-32.0,-27.3,0.2,6.84,176,3,4.294294724,0.000254694
0,34.25,25.25,25.6,13.5,1.01,3.7,4.3,7.9,14.6,21.4,8.1,0.0,183,9,1.57e-05,0.00118379
0,120.25,49.75,26.9,11.4,31.0,0.1,1.7,-33.6,-27.9,-22.2,0.4,0.88,183,3,74.41303571,0.0
0,45.25,42.75,71.2,8.8,31.0,0.5,60.6,-17.4,-13.0,-8.6,1.3,10.82,126,2,576.4158713,0.127453079
0,115.75,59.75,73.9,8.2,31.0,0.1,9.8,-37.6,-33.5,-29.4,0.1,6.63,188,4,3.798949168,0.000471315
0,79.75,55.75,53.2,7.7,31.0,0.0,6.5,-26.5,-22.6,-18.8,1.0,4.75,153,3,109.6312277,0.001749142
0,68.75,69.75,92.1,6.1,31.0,0.0,11.2,-25.2,-22.1,-19.1,1.2,13.02,143,3,0.002759832,0.0
0,62.75,51.25,38.8,8.9,31.0,0.1,8.5,-23.8,-19.3,-14.9,1.2,6.48,161,8,96.67027385,0.002553829
0,80.25,64.25,91.7,6.7,31.0,0.0,22.3,-25.4,-22.0,-18.7,1.1,19.17,146,4,0.00278914,0.001353022
0,93.75,31.25,35.9,15.1,31.0,1.2,1.4,-19.0,-11.4,-3.9,0.0,1.01,228,10,185.4747597,0.0
0,68.25,62.25,70.4,6.3,31.0,0.0,18.1,-23.3,-20.1,-17.0,1.1,7.1,149,4,0.126894339,0.000283779
0,108.25,53.75,53.5,9.7,31.0,0.1,5.7,-32.7,-27.8,-23.0,0.2,3.3,193,11,0.0,0.0
0,108.75,65.25,74.7,8.8,31.0,0.0,10.5,-36.3,-31.9,-27.5,0.3,11.46,168,4,1.769109281,0.000145046
0,150.75,69.75,80.6,8.5,31.0,0.1,19.2,-38.0,-33.7,-29.5,0.1,17.0,159,3,1.549244756,0.000234493
0,68.25,65.75,93.0,4.7,31.0,0.0,22.5,-23.3,-20.9,-18.6,1.2,16.21,149,4,0.002451973,0.000489799
0,52.25,29.75,39.8,12.6,23.33,1.7,68.3,-2.3,4.0,10.3,3.9,9.04,208,5,472.1448248,1.37e-07
0,40.75,52.75,80.9,5.9,30.68,0.2,41.0,-11.7,-8.7,-5.8,2.8,14.68,156,2,230.6422714,0.000211976
0,115.25,61.25,74.2,7.7,31.0,0.0,14.0,-35.0,-31.1,-27.3,0.4,8.22,161,4,2.604965035,0.000155111
0,38.75,52.75,81.5,5.6,30.59,0.1,39.9,-11.4,-8.6,-5.8,3.0,15.91,152,4,222.825756,0.000293488
0,21.25,-8.25,83.8,11.7,0.0,2.9,199.2,17.7,23.5,29.4,22.7,13.05,183,4,0.005421035,0.0
0,163.75,67.25,69.2,8.8,31.0,0.0,8.6,-32.0,-27.6,-23.2,0.6,12.46,161,4,0.0,0.000138682
0,66.25,66.25,97.1,4.3,31.0,0.0,22.8,-22.6,-20.4,-18.3,1.2,15.85,147,11,0.031263417,0.049389531
0,103.75,39.75,32.4,12.7,31.0,0.4,0.8,-20.2,-13.8,-7.5,1.3,0.74,182,5,14.35016129,0.0
0,173.75,65.25,61.1,9.1,31.0,0.0,28.0,-25.7,-21.1,-16.6,1.4,12.15,145,11,0.0,0.015021133
0,52.25,66.75,78.4,7.4,31.0,0.1,32.8,-20.4,-16.7,-13.0,1.5,18.05,149,4,1.204948663,0.012408921
0,97.75,80.75,63.8,7.3,31.0,0.3,5.1,-29.5,-25.8,-22.2,0.3,6.05,149,9,8.959741259,0.026662436
0,63.25,57.25,62.6,7.6,31.0,0.1,9.1,-21.0,-17.2,-13.4,1.4,4.11,152,4,93.71784972,0.00018884
0,53.75,66.25,78.1,7.2,31.0,0.0,33.9,-20.4,-16.8,-13.2,1.5,18.73,158,4,0.479076356,5.25e-05
0,83.75,35.25,50.3,15.8,31.0,0.7,11.3,-27.7,-19.8,-11.9,0.0,3.3,222,9,20.63627033,0.0
0,60.25,63.75,67.0,8.1,31.0,0.0,24.8,-23.3,-19.2,-15.2,1.2,13.36,148,4,0.114377411,0.000605223
0,116.25,34.75,44.8,9.7,28.17,1.3,0.2,-7.1,-2.2,2.7,2.1,0.26,150,2,3293.306598,0.0
1,21.80022,42.317591,82.8,6.5,25.15,0.6,29.1,-3.9,-0.6,2.7,4.6,8.24,174,2,620.4410395,0.374475001
0,86.25,35.25,45.9,15.2,31.0,0.7,10.0,-26.5,-18.9,-11.3,0.1,3.2,227,9,30.26896523,0.0
0,81.75,22.75,16.7,13.6,0.0,2.6,8.4,9.9,16.7,23.5,10.6,0.92,195,4,6338.508751,1184.110581
1,19.5789,41.0503,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
0,50.25,24.25,44.0,7.9,0.0,3.5,16.7,15.0,18.9,22.9,12.8,8.17,156,9,4.04380247,0.0
0,98.25,24.25,29.3,13.8,8.31,1.9,40.2,3.7,10.6,17.5,9.6,19.25,142,2,1087.801558,960.1974439
1,36.248085,37.043215,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099
0,149.75,60.25,65.4,6.5,31.0,0.2,13.5,-26.3,-23.0,-19.8,0.5,11.28,189,5,0.075544371,0.001090283
0,76.25,47.25,26.7,10.0,31.0,0.2,6.3,-22.6,-17.6,-12.6,1.2,4.96,172,9,53.55285427,0.003230751
0,84.25,56.75,54.5,7.5,31.0,0.0,8.5,-26.0,-22.2,-18.5,1.1,10.34,151,4,39.02465131,0.000217687
0,62.25,52.75,39.9,8.7,31.0,0.1,5.3,-23.2,-18.8,-14.5,1.3,5.25,159,2,164.1663062,0.00338055
0,85.75,44.75,43.0,7.7,31.0,0.0,8.2,-21.3,-17.4,-13.6,1.8,2.86,164,2,131.7184411,0.0
0,102.25,73.25,48.9,6.4,31.0,0.0,35.0,-31.8,-28.6,-25.4,0.5,15.78,146,3,5.901838096,0.001009626
0,128.75,68.25,59.5,7.3,31.0,0.0,8.2,-50.5,-46.8,-43.2,0.2,5.21,178,9,2.07372462,0.001205352
0,68.25,45.75,55.2,9.7,31.0,0.2,9.6,-16.2,-11.3,-6.5,2.4,6.55,160,9,206.4882628,0.005182629
0,77.75,15.75,14.5,13.2,0.0,4.1,0.2,17.6,24.2,30.8,15.2,0.0,169,2,2983.50441,4541.850144
1,45.606,43.0614,81.6,6.2,25.68,0.4,23.6,-4.4,-1.3,1.8,5.0,11.19,157,4,871.2651036,0.00525087
0,99.25,35.25,38.1,16.1,31.0,0.9,2.6,-24.6,-16.5,-8.5,0.0,2.58,236,3,219.2356355,0.0
0,33.25,30.75,41.6,10.9,0.33,2.2,7.5,8.8,14.2,19.7,11.2,4.21,167,9,5.094713808,0.0
0,50.25,63.25,75.0,6.8,31.0,0.0,35.6,-19.0,-15.6,-12.2,1.8,18.42,158,4,3.488302146,0.000243747
1,19.498164,40.807024,71.9,8.4,8.31,1.1,112.3,3.7,7.9,12.1,7.5,10.82,155,2,2595.57264,0.0
0,39.25,67.75,93.3,7.1,31.0,0.0,51.3,-18.8,-15.2,-11.7,1.8,17.9,162,3,0.003952347,0.000745076
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0
0,121.25,30.75,63.1,5.6,21.52,1.2,24.8,-1.4,1.4,4.2,4.2,8.87,147,2,1129.36724,0.0
0,16.75,-12.25,85.0,11.0,0.0,3.0,214.0,13.8,19.3,24.8,15.6,15.7,188,4,119.3428687,0.0
0,46.75,56.75,72.2,5.6,31.0,0.0,49.7,-14.6,-11.8,-9.0,2.5,23.61,153,4,141.3384281,3.25e-05
0,86.75,40.25,37.3,13.6,31.0,0.4,0.1,-16.9,-10.1,-3.3,2.2,0.15,178,8,1.243941801,0.0
0,119.75,50.75,28.6,12.8,31.0,0.1,1.5,-35.3,-28.9,-22.5,0.4,0.92,167,3,89.39335961,0.0
0,42.25,28.25,40.2,12.5,2.17,3.1,4.0,6.9,13.1,19.4,6.5,2.4,176,9,0.008463423,0.0
0,118.25,56.75,61.9,11.6,31.0,0.0,1.7,-38.5,-32.7,-26.9,0.2,0.0,192,4,17.01414976,0.000237034
1,26.5739,41.4836,78.4,6.8,18.19,0.7,48.0,-0.1,3.3,6.7,6.4,11.23,153,2,882.8140943,0.0
1,35.203557,32.442991,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0
0,108.75,71.25,62.3,6.8,31.0,0.0,23.0,-35.9,-32.5,-29.1,0.4,12.23,172,3,5.598324258,0.000514007
0,17.75,-19.75,62.5,13.1,0.0,4.3,136.0,17.4,23.9,30.5,15.8,15.6,179,3,916.5094601,0.0
0,107.75,53.75,53.9,9.5,31.0,0.0,6.5,-35.8,-31.0,-26.3,0.4,3.51,132,4,0.0,0.0
0,68.75,60.75,59.4,6.9,31.0,0.0,13.9,-23.6,-20.1,-16.7,1.2,4.98,147,4,0.324642515,0.003867058
0,63.25,52.25,32.9,8.9,31.0,0.1,5.8,-23.7,-19.2,-14.8,1.1,4.82,158,3,145.7248782,0.002270095
0,126.25,49.75,25.6,13.4,31.0,0.1,1.7,-31.4,-24.7,-18.0,0.8,1.9,163,4,47.85458977,28.10742334
0,135.25,52.75,45.0,11.6,31.0,0.1,6.4,-34.5,-28.7,-22.9,0.4,2.97,151,4,0.534727884,0.000313323
0,43.25,55.25,78.1,5.6,30.95,0.1,53.2,-13.1,-10.3,-7.5,2.5,19.9,158,2,225.9647015,0.000296923
1,20.018595,42.329022,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
0,63.25,48.25,52.7,8.7,31.0,0.1,7.7,-21.1,-16.7,-12.4,1.5,7.52,148,11,0.0,0.0
1,20.47591,41.698409,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
0,57.25,55.75,67.8,8.6,31.0,0.1,18.2,-20.9,-16.6,-12.3,1.4,9.63,166,4,242.4463077,1.7e-05
0,77.25,25.75,33.3,14.8,1.54,2.3,0.8,7.4,14.8,22.2,8.5,0.39,166,3,4380.510251,1229.689923
1,26.17,40.83,71.0,6.8,14.99,0.8,46.5,1.1,4.5,7.9,6.8,10.88,169,2,1442.228396,0.00013366
0,114.25,31.75,60.1,8.1,25.04,1.4,7.7,-3.8,0.3,4.4,3.0,5.33,162,4,2361.448239,470.940637
1,19.597721,42.935896,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,4,548.1908323,0.0
0,76.25,62.25,80.1,6.9,31.0,0.0,20.6,-25.6,-22.1,-18.7,1.0,13.04,152,4,0.020006356,0.000174484
0,117.75,42.75,23.2,10.4,31.0,0.7,0.3,-25.2,-20.0,-14.8,0.0,0.46,158,2,370.015143,0.0
0,50.25,50.25,70.7,8.0,31.0,0.2,19.7,-14.6,-10.6,-6.6,2.4,9.31,147,3,168.2385602,0.156613309
0,74.25,26.75,29.7,16.4,3.06,2.7,0.2,6.3,14.5,22.7,6.6,0.0,168,2,1888.211188,1956.575805
0,44.25,20.25,45.9,11.2,0.0,3.6,7.0,13.8,19.4,25.0,13.0,2.0,186,9,32.27654028,0.0
1,36.14422,37.837131,69.6,7.2,24.03,0.8,115.6,-2.9,0.7,4.3,4.7,12.69,182,3,238.2193561,0.0
0,36.75,56.75,87.4,5.4,30.52,0.1,45.6,-11.2,-8.5,-5.8,3.0,16.48,153,4,158.9315908,1.68e-05
0,73.75,29.75,44.0,15.5,5.23,1.7,1.3,5.1,12.8,20.6,8.3,0.3,158,2,5175.094141,2558.268505
0,78.25,12.25,28.1,11.8,0.0,4.3,1.4,18.0,23.9,29.8,19.6,0.0,166,2,5510.337881,688.7476439
0,88.75,64.75,87.2,6.1,31.0,0.0,26.3,-29.8,-26.7,-23.7,0.7,15.87,159,4,4.522370505,0.000190194
0,83.75,39.25,45.1,14.3,31.0,0.4,0.0,-16.2,-9.0,-1.9,2.6,0.0,180,8,9.613845945,0.0
0,46.75,28.75,38.0,11.1,0.92,2.8,15.4,8.0,13.5,19.1,8.4,5.91,162,9,5.594094925,0.0
1,26.2,40.8419,71.0,6.8,14.99,0.8,46.5,1.1,4.5,7.9,6.8,10.88,169,2,1442.228396,0.00013366
0,85.25,42.75,40.5,12.2,31.0,0.5,3.8,-26.8,-20.7,-14.6,0.0,1.54,222,9,19.90642706,0.0
0,-13.25,9.75,42.3,11.2,0.0,4.6,1.0,20.6,26.2,31.8,20.8,0.0,177,4,2661.414526,0.0
0,86.25,62.75,84.1,7.1,31.0,0.0,21.3,-27.6,-24.0,-20.5,0.9,16.46,153,4,6.880707235,5.86e-05
0,113.75,44.75,28.0,10.4,31.0,0.3,1.1,-28.9,-23.7,-18.5,0.5,0.87,186,3,69.93530975,0.0
0,21.75,-16.75,68.8,11.5,0.0,3.6,169.5,18.5,24.2,30.0,24.2,16.3,180,3,103.7534686,0.0
1,118.300009,29.659769,64.7,6.2,23.91,1.4,39.2,-2.8,0.3,3.4,3.4,11.12,154,2,942.6862593,876.0947453
0,76.25,69.75,84.3,7.0,31.0,0.0,28.3,-25.7,-22.2,-18.7,1.2,20.35,147,3,0.003261759,0.001982522
0,91.75,71.25,70.7,7.3,31.0,0.0,22.4,-30.5,-26.8,-23.2,0.6,20.96,148,3,7.314792047,0.003127326
0,90.25,39.75,36.2,13.4,31.0,0.4,0.0,-15.4,-8.7,-2.0,3.0,0.0,178,3,2.97471335,0.0
0,70.75,55.75,47.7,8.3,31.0,0.0,3.8,-25.7,-21.5,-17.4,1.2,5.3,153,2,161.6039091,0.000801562
0,76.75,57.75,58.5,7.9,31.0,0.0,9.6,-26.7,-22.7,-18.8,1.0,5.1,155,4,9.511866234,4.41e-05
0,83.75,49.25,62.4,9.9,31.0,0.1,6.8,-27.2,-22.2,-17.3,0.9,5.34,166,2,184.0787642,0.004779183
0,56.25,37.25,52.9,9.6,27.41,1.5,24.0,-6.2,-1.4,3.4,1.7,5.95,183,3,172.7425959,0.0
0,83.25,20.75,22.7,14.1,0.0,2.9,2.0,12.5,19.5,26.6,14.6,0.25,159,2,4500.006354,1297.561353
0,34.75,65.75,87.8,7.3,31.0,0.1,31.9,-15.2,-11.5,-7.9,2.4,13.2,145,11,2.978950085,0.007472595
0,92.25,43.25,21.8,14.0,31.0,0.4,0.0,-23.5,-16.5,-9.5,0.6,0.0,163,9,6.077202747,0.0
0,13.75,-20.25,62.5,6.4,0.0,3.8,23.0,16.6,19.8,23.0,16.4,5.1,171,8,104.9843329,0.0
0,119.75,72.25,66.2,5.9,31.0,0.0,18.1,-40.3,-37.3,-34.4,0.3,12.68,148,3,1.979016573,0.001659356
0,76.75,15.75,12.4,13.5,0.0,4.1,0.3,17.3,24.0,30.8,13.9,0.0,165,2,2945.43583,3111.782097
0,46.75,35.75,58.2,10.5,30.62,0.9,45.1,-11.5,-6.2,-1.0,1.7,10.77,140,5,200.3209941,0.0
0,29.25,68.75,77.6,9.3,31.0,0.0,31.3,-17.5,-12.8,-8.2,2.2,15.24,155,3,0.011989121,0.000292785
0,133.25,65.75,58.0,6.6,31.0,0.0,2.5,-47.6,-44.3,-41.0,0.1,2.45,170,4,1.122436916,0.000272819
0,47.75,40.75,69.9,7.4,17.39,0.7,24.3,0.2,3.9,7.6,6.0,6.93,161,4,2442.457329,91.15830408
0,117.25,63.75,68.6,7.8,31.0,0.0,13.2,-34.5,-30.6,-26.7,0.3,7.2,156,4,2.937233245,0.000241807
0,59.25,32.75,42.2,14.6,25.04,1.7,17.4,-3.8,3.5,10.8,3.3,6.29,167,2,102.6329993,0.0
0,59.25,59.75,72.1,7.9,31.0,0.0,34.8,-22.1,-18.1,-14.2,1.4,11.49,179,4,25.01448667,3.66e-05
0,124.25,50.75,30.4,15.6,31.0,0.1,0.8,-35.1,-27.3,-19.5,0.4,0.9,163,4,145.2712159,0.0
0,45.75,55.75,73.6,5.6,31.0,0.1,51.2,-13.8,-11.0,-8.2,2.5,22.38,152,2,283.2717555,0.001288561
