lumpy,x,y,cld,dtr,frs
1,19.806655,41.438381,71.1,8.3,12.33
0,122.25,64.75,55.9,6.3,31.0
0,128.25,57.25,69.0,8.4,31.0
0,122.25,64.25,54.8,6.3,31.0
0,76.75,48.25,30.7,10.4,31.0
0,104.25,68.75,61.5,7.5,31.0
0,76.75,29.75,46.3,14.2,3.91
0,110.75,41.25,19.8,11.8,31.0
0,87.75,37.75,41.3,15.2,31.0
0,93.75,65.25,76.5,6.5,31.0
0,14.25,-12.25,81.3,9.3,0.0
1,19.92765,40.3604,73.3,8.3,12.07
0,32.25,29.25,35.6,12.2,1.01
0,80.75,64.25,90.6,6.6,31.0
0,91.25,22.75,37.4,12.5,0.0
0,90.75,62.75,78.9,7.4,31.0
0,158.25,65.75,78.7,8.5,31.0
1,37.642,37.784,69.5,7.5,23.21
0,78.25,57.75,61.0,7.8,31.0
1,22.681666,43.347777,86.1,5.8,26.68
0,75.25,29.75,46.5,14.7,4.27
0,72.75,23.75,12.3,16.4,0.0
0,130.25,42.75,40.3,9.4,31.0
0,53.75,33.25,48.3,12.2,17.66
0,97.75,65.75,71.3,6.4,31.0
0,77.75,50.75,39.8,9.8,31.0
0,98.75,29.25,40.9,12.7,30.38
0,100.25,28.25,36.0,16.1,31.0
0,163.75,58.75,73.3,6.3,31.0
1,36.422,37.274,65.9,6.8,5.85
0,77.75,43.25,45.7,11.5,31.0
1,64.10991,54.342329,39.3,8.7,31.0
1,20.302502,41.625287,81.0,6.6,24.49
0,54.75,50.25,56.6,8.4,31.0
1,19.661194,41.436491,71.1,8.3,12.33
0,41.25,56.75,82.3,5.7,30.94
0,51.75,58.25,66.9,6.1,31.0
0,73.75,21.25,17.4,17.4,0.0
0,92.75,53.75,58.0,11.2,31.0
1,35.38291,32.81113,57.2,8.1,0.15
0,121.25,50.25,28.9,13.6,31.0
0,96.25,34.75,40.4,14.4,31.0
0,49.75,55.75,67.1,6.1,31.0
0,94.25,34.25,38.1,14.8,31.0
1,35.41508734,32.58989629,57.2,8.1,0.15
0,30.25,26.75,29.8,16.4,5.43
0,72.25,45.75,33.2,10.1,31.0
0,15.25,-24.75,40.0,14.0,0.0
0,59.75,61.25,69.7,8.7,31.0
0,20.25,-8.25,85.0,11.9,0.0
0,103.75,28.75,57.7,4.6,19.24
0,109.25,71.25,63.6,6.7,31.0
0,140.25,62.25,53.9,8.1,31.0
0,59.25,63.75,68.3,8.3,31.0
0,124.75,67.75,63.4,5.7,31.0
0,88.75,25.75,36.6,13.7,0.0
0,69.25,53.75,45.8,8.5,31.0
0,61.75,67.25,76.4,7.6,31.0
0,38.75,36.75,63.8,9.4,11.04
0,91.25,24.25,42.8,14.9,0.0
0,133.75,67.25,52.2,6.5,31.0
0,85.75,52.75,60.5,9.7,31.0
1,20.43861,42.00101,82.0,6.0,26.09
0,21.75,41.25,77.6,7.1,25.57
0,159.25,54.75,72.5,5.6,31.0
0,46.75,64.25,81.4,7.8,31.0
0,155.75,70.25,81.3,8.8,31.0
0,122.25,43.25,22.3,9.9,31.0
1,20.59238,40.68323,77.9,7.2,25.04
0,40.75,50.75,80.3,5.4,30.3
1,23.677222,41.64,80.8,6.4,25.99
0,67.75,76.25,80.3,6.9,31.0
0,91.25,31.75,38.3,14.8,31.0
0,112.25,25.75,79.1,3.4,13.92
0,122.25,49.25,32.9,11.3,31.0
0,109.25,57.25,73.3,9.6,31.0
0,55.75,48.75,58.7,8.9,31.0
0,178.25,64.75,44.3,8.1,31.0
0,38.75,59.75,91.4,6.7,31.0
0,72.25,56.75,50.7,8.2,31.0
1,45.437,43.5841,80.4,6.3,25.36
0,92.75,71.75,67.9,7.2,31.0
0,70.75,71.25,87.0,6.3,31.0
0,57.25,62.75,74.6,7.0,31.0
0,108.25,64.25,74.6,8.6,31.0
0,104.25,66.25,67.9,7.9,31.0
0,48.25,49.25,73.1,7.5,30.84
0,91.25,70.75,72.1,7.4,31.0
0,93.25,21.75,24.2,11.8,0.0
0,72.75,51.25,36.5,9.1,31.0
0,91.75,52.75,52.5,12.6,31.0
0,93.25,63.75,77.6,7.1,31.0
0,93.25,37.75,35.7,15.1,31.0
1,34.984138,32.636246,57.2,8.1,0.15
0,156.25,69.25,81.7,8.9,31.0
0,81.25,24.25,19.4,14.9,0.52
0,106.25,60.75,74.1,9.3,31.0
1,20.0152,41.57542,81.0,6.6,24.49
0,42.25,18.75,42.4,11.7,0.15
0,123.75,73.25,62.5,5.7,31.0
0,146.75,65.25,74.5,7.7,31.0
0,119.75,65.25,62.3,7.0,31.0
1,19.544564,41.915077,73.6,7.7,14.72
0,78.25,48.25,39.4,11.1,31.0
0,114.25,23.25,71.1,6.9,1.78
0,127.75,48.75,28.4,12.9,31.0
0,87.25,37.25,42.9,15.2,31.0
0,131.25,65.75,62.9,6.6,31.0
1,25.459722,42.198889,80.9,7.4,24.49
0,33.25,64.25,89.5,7.2,31.0
0,78.25,66.25,93.0,6.5,31.0
0,113.75,68.75,77.3,7.3,31.0
0,173.75,65.75,61.3,9.1,31.0
0,49.25,34.75,58.8,10.8,28.25
0,98.25,29.75,41.8,13.6,29.61
0,143.25,49.75,54.9,6.8,31.0
0,129.25,45.75,33.3,11.0,31.0
0,20.75,-8.25,85.0,11.8,0.0
0,72.75,54.75,46.2,8.2,31.0
0,113.75,60.25,76.5,7.7,31.0
0,100.75,57.25,66.8,10.5,31.0
0,76.75,27.75,43.7,14.5,2.6
0,36.75,62.25,91.4,6.8,31.0
0,73.25,26.25,19.0,16.4,1.11
0,159.25,65.75,75.8,8.4,31.0
0,127.75,49.75,25.9,13.2,31.0
0,99.25,12.25,33.9,8.9,0.0
0,120.75,72.75,65.0,5.9,31.0
0,120.25,52.75,38.0,14.2,31.0
0,100.25,57.75,67.3,10.1,31.0
0,116.75,42.75,23.2,10.5,31.0
0,108.25,69.75,65.0,7.5,31.0
0,77.75,50.25,41.9,9.9,31.0
0,109.75,40.75,23.7,11.0,31.0
0,148.25,59.75,63.5,6.2,31.0
1,88.961435,26.995233,33.9,11.7,0.0
0,53.25,19.75,32.4,9.4,0.0
1,34.653033,37.182388,67.3,7.2,17.39
0,83.25,36.75,46.7,15.3,31.0
0,114.25,42.25,23.2,10.3,31.0
0,131.75,53.75,44.9,11.2,31.0
1,23.6775,40.7111,72.4,6.6,15.52
0,82.25,60.25,71.9,7.2,31.0
0,85.75,22.25,36.0,14.2,0.0
0,99.25,67.75,65.7,7.5,31.0
0,20.25,-21.75,58.8,13.8,0.0
0,34.75,41.75,75.0,5.6,22.01
0,46.25,45.25,79.7,6.0,26.39
0,38.25,37.25,64.5,8.4,11.81
0,78.25,59.25,64.5,7.8,31.0
0,98.75,12.25,34.1,9.4,0.0
1,18.841038,43.154137,75.4,6.0,26.77
0,72.25,52.75,44.8,8.6,31.0
0,106.25,64.75,72.0,8.4,31.0
0,108.75,18.75,71.5,5.5,0.0
0,97.75,28.25,34.4,11.5,30.17
0,49.25,25.25,45.4,8.7,0.0
0,110.75,38.25,28.8,12.0,31.0
0,112.25,68.75,73.1,7.0,31.0
0,103.25,22.75,72.2,4.9,0.0
0,123.75,55.25,60.1,11.6,31.0
0,68.25,48.75,39.1,9.0,31.0
0,31.75,65.25,90.9,8.2,31.0
0,83.25,21.75,22.5,14.3,0.0
0,157.25,67.25,80.0,8.7,31.0
1,19.597721,42.935896,78.7,5.8,27.59
0,69.25,64.75,84.2,5.3,31.0
0,64.75,51.75,33.1,8.6,31.0
0,64.25,58.25,60.4,7.6,31.0
0,71.75,53.75,47.0,8.5,31.0
0,123.75,65.25,61.8,5.8,31.0
0,47.75,58.75,74.5,6.1,31.0
0,83.25,56.25,55.9,7.6,31.0
0,109.75,41.75,22.9,11.8,31.0
0,133.25,60.75,67.8,6.4,31.0
0,41.25,46.25,78.8,6.7,27.67
0,79.75,28.25,41.7,14.1,1.66
0,46.75,24.25,42.2,11.0,0.0
0,52.75,29.25,39.1,12.7,18.98
0,124.25,54.75,55.8,12.4,31.0
0,117.75,63.25,64.9,7.9,31.0
0,84.75,52.25,61.8,9.5,31.0
1,35.386941,32.83736,57.2,8.1,0.15
0,48.75,62.25,76.9,7.0,31.0
0,54.25,34.75,49.9,10.6,13.92
0,19.25,-9.75,85.0,12.2,0.0
0,68.75,56.75,44.6,8.2,31.0
0,100.75,25.25,34.5,12.4,10.53
0,74.75,66.25,89.2,6.9,31.0
0,107.75,34.25,59.9,6.3,28.09
0,132.25,63.25,69.6,6.3,31.0
1,35.38291,32.81113,57.2,8.1,0.15
0,92.75,42.25,27.1,12.9,31.0
0,152.75,61.75,72.7,8.0,31.0
0,68.75,58.25,54.1,8.1,31.0
0,76.25,36.25,57.3,10.3,31.0
0,124.75,50.25,28.1,14.9,31.0
0,94.25,68.75,70.6,7.6,31.0
1,50.0469,26.5702,44.4,8.3,0.0
0,141.25,52.75,54.1,6.3,31.0
0,102.25,25.75,38.0,13.0,21.52
1,44.60615,33.26699,44.0,11.4,4.64
0,107.75,54.25,55.8,9.8,31.0
0,100.75,56.25,62.7,10.7,31.0
0,46.25,59.75,80.0,6.3,31.0
0,120.25,31.25,60.2,5.5,22.49
0,57.25,74.25,73.8,9.1,31.0
1,20.409497,41.526126,81.0,6.6,24.49
0,66.25,65.75,94.3,4.7,31.0
0,99.75,40.25,29.6,13.0,31.0
0,51.75,45.25,71.1,7.6,29.11
0,60.25,61.25,68.9,8.8,31.0
1,23.83967,41.68827,80.8,6.4,25.99
0,102.75,27.25,45.7,12.6,25.25
0,46.25,42.25,68.7,8.3,31.0
0,85.75,31.75,41.9,15.4,31.0
0,76.25,50.25,35.0,10.0,31.0
0,48.25,46.75,77.4,7.2,29.11
0,48.75,19.75,44.3,10.3,0.0
0,88.75,29.25,36.5,18.1,31.0
0,108.75,28.75,83.1,4.2,22.25
0,137.25,60.75,55.2,7.1,31.0
0,45.25,20.25,43.3,11.1,0.0
0,174.75,64.25,58.1,8.9,31.0
0,53.25,46.25,66.7,8.3,30.59
0,91.25,23.25,37.1,13.2,0.0
0,106.25,67.75,66.7,7.8,31.0
0,107.75,69.75,63.7,7.6,31.0
0,125.75,61.75,69.3,6.0,31.0
0,110.75,76.25,61.2,6.4,31.0
1,20.27017,41.869087,81.0,6.6,24.49
0,72.75,25.75,14.7,16.5,0.66
0,112.75,59.25,76.0,8.2,31.0
0,100.25,54.25,54.5,11.2,31.0
0,49.25,19.25,43.0,10.1,0.0
0,142.25,61.25,52.6,7.5,31.0
0,86.25,72.25,72.5,7.3,31.0
0,113.75,55.75,55.5,11.3,31.0
0,49.25,49.25,79.0,7.5,30.9
0,69.25,42.75,61.6,9.5,28.48
0,76.75,49.75,38.4,10.3,31.0
0,30.25,66.75,86.5,8.9,31.0
0,45.25,24.25,42.4,11.9,0.0
0,80.25,21.25,13.0,14.9,0.0
0,36.25,45.25,81.7,5.6,23.33
1,45.1003,43.0308,80.2,6.7,25.99
0,101.75,27.75,38.4,15.2,25.88
0,140.25,67.25,53.4,7.5,31.0
0,105.25,72.75,54.0,6.4,31.0
0,89.75,42.25,35.0,11.3,31.0
0,91.75,39.25,35.6,15.0,31.0
0,78.75,12.25,27.3,11.1,0.0
1,20.297327,41.142503,79.1,7.1,24.03
0,43.25,32.75,39.8,12.1,5.64
0,87.75,32.75,38.9,13.4,31.0
0,117.25,35.75,36.7,10.0,29.05
0,103.25,27.25,50.0,10.2,25.15
0,20.25,45.75,81.8,6.1,23.68
0,106.25,61.25,75.0,9.0,31.0
0,16.25,-13.75,81.3,11.6,0.0
0,97.75,73.25,56.6,6.8,31.0
0,90.25,57.25,67.8,8.6,31.0
0,118.25,33.25,49.8,8.4,26.58
0,103.25,65.75,67.6,7.9,31.0
0,40.25,61.75,90.0,7.0,31.0
0,99.75,39.25,32.0,14.0,31.0
0,98.75,73.25,55.2,6.6,31.0
1,35.5688536,33.20895808,61.1,8.4,5.23
1,20.278687,41.898793,81.0,6.6,24.49
1,19.715963,41.450739,71.1,8.3,12.33
0,29.25,37.25,65.7,9.4,22.01
0,115.75,64.75,79.9,8.0,31.0
0,15.75,-25.25,36.6,14.5,0.0
0,110.25,56.75,68.7,10.0,31.0
0,92.75,40.25,32.5,14.1,31.0
1,22.2231,40.9597,69.5,7.3,21.77
0,77.25,60.25,68.9,7.7,31.0
0,86.75,48.75,41.5,11.1,31.0
0,139.75,65.25,55.4,7.6,31.0
0,20.25,-12.75,80.0,11.4,0.0
0,122.25,54.75,53.7,13.1,31.0
0,32.25,25.75,27.8,16.9,3.73
0,124.75,45.25,23.1,10.3,31.0
0,64.75,48.25,49.5,8.3,31.0
0,132.75,68.25,53.4,6.4,31.0
1,26.3,40.95,71.0,6.8,14.99
1,19.78507,41.389714,71.1,8.3,12.33
0,19.75,-24.25,44.7,14.5,0.0
0,12.75,-17.75,68.8,6.8,0.0
0,98.25,35.75,36.7,14.1,31.0
0,61.75,47.25,57.9,9.1,31.0
0,103.25,23.25,66.5,6.6,2.31
0,77.25,34.25,62.9,11.4,31.0
0,88.75,38.75,37.7,14.2,31.0
0,174.75,62.75,59.4,8.7,31.0
0,66.25,54.25,38.3,8.4,31.0
0,33.75,29.75,35.9,11.6,0.92
0,103.25,70.25,54.5,7.3,31.0
0,58.25,54.25,57.4,9.2,31.0
0,119.75,59.25,74.4,7.9,31.0
0,98.75,11.75,36.3,9.1,0.0
0,94.75,42.25,30.4,12.6,31.0
0,68.75,46.25,51.4,9.6,31.0
0,59.75,33.75,46.8,13.4,23.56
1,23.9072,40.394,69.8,6.5,10.78
0,95.25,64.25,75.8,6.4,31.0
1,116.250072,27.09386,79.5,4.2,16.06
0,88.25,38.25,38.3,14.6,31.0
0,156.25,54.75,63.3,6.1,31.0
0,101.75,62.25,74.0,8.6,31.0
1,29.9197,29.6155,34.7,12.3,1.01
0,31.75,40.75,72.9,7.1,25.57
0,43.75,42.75,70.8,9.7,31.0
0,128.75,54.75,40.2,10.6,31.0
0,83.75,50.75,62.3,10.7,31.0
0,77.25,26.25,38.1,14.9,1.42
0,81.25,18.25,18.8,13.1,0.0
0,87.25,27.75,38.1,17.8,31.0
0,78.25,39.75,49.7,11.5,31.0
0,106.25,39.25,33.0,12.0,31.0
0,40.25,54.25,83.5,5.9,30.82
0,134.25,43.25,49.7,6.1,31.0
0,112.25,27.25,80.9,4.0,18.71
0,26.25,29.75,29.2,11.4,0.45
0,96.25,72.25,60.4,6.8,31.0
0,144.25,60.25,55.3,6.9,31.0
0,53.25,27.25,46.2,9.1,0.0
0,44.25,37.75,56.5,9.5,30.76
0,106.75,27.25,83.2,3.2,16.86
0,112.75,34.75,47.2,10.1,27.67
0,94.75,62.25,74.9,7.4,31.0
0,122.75,68.75,63.8,5.9,31.0
0,81.75,27.75,31.7,13.8,0.39
0,32.25,64.25,90.8,7.5,31.0
0,87.75,45.75,37.6,9.9,31.0
0,86.25,68.25,85.9,6.1,31.0
0,122.25,67.75,63.0,6.0,31.0
0,39.75,40.25,62.7,9.5,28.48
0,51.75,62.25,75.4,6.4,31.0
0,118.25,32.25,54.5,7.5,25.68
0,135.75,58.25,57.3,7.2,31.0
0,74.75,56.25,49.3,8.1,31.0
0,160.25,68.75,74.5,8.7,31.0
0,46.75,25.75,43.0,11.0,0.0
0,86.75,65.25,88.3,6.0,31.0
0,136.25,49.75,48.6,8.3,31.0
0,52.75,67.75,82.1,7.9,31.0
0,40.75,53.75,81.6,6.0,30.86
0,135.25,49.75,48.4,8.4,31.0
0,102.25,71.75,49.0,6.7,31.0
0,100.25,21.75,36.8,13.2,0.92
0,34.25,55.25,86.5,5.0,30.12
0,117.75,52.75,31.2,12.7,31.0
0,89.75,67.75,83.0,6.5,31.0
0,114.75,70.75,71.7,6.3,31.0
0,96.25,37.75,36.2,14.7,31.0
0,41.25,33.25,41.3,11.8,9.52
0,102.25,67.75,64.4,7.6,31.0
0,75.75,63.25,82.6,6.8,31.0
0,136.25,62.25,59.2,6.5,31.0
0,85.75,46.75,32.5,10.6,31.0
0,-10.25,9.75,44.1,16.6,0.0
0,47.25,49.75,73.2,6.9,30.73
1,20.469332,41.679854,81.0,6.6,24.49
0,175.25,66.75,58.6,9.2,31.0
0,88.25,73.75,69.7,7.1,31.0
0,83.25,52.75,62.4,9.0,31.0
0,94.25,50.75,43.0,11.6,31.0
1,47.931788,51.445628,71.1,6.8,30.97
1,22.841017,41.938619,80.1,6.5,25.68
0,103.75,77.25,55.0,7.1,31.0
1,52.4078,51.6858,60.5,7.9,31.0
0,102.75,70.25,54.5,7.3,31.0
0,78.25,66.75,93.0,6.4,31.0
0,90.75,70.25,75.1,7.8,31.0
0,82.25,50.75,65.3,10.0,31.0
1,35.38291,32.81113,57.2,8.1,0.15
0,86.25,64.75,86.8,6.0,31.0
0,114.25,67.25,86.2,7.8,31.0
0,34.25,60.25,93.7,6.0,30.95
1,24.703611,42.1025,82.3,7.4,24.26
0,-14.25,11.25,45.5,13.1,0.0
1,35.799147,38.448894,68.6,8.0,26.87
0,115.25,41.75,23.4,10.6,31.0
0,73.75,61.75,67.3,7.0,31.0
0,126.25,52.25,33.3,13.1,31.0
0,105.25,77.25,56.3,7.0,31.0
0,90.25,52.25,49.8,12.6,31.0
0,14.25,-8.75,80.0,8.3,0.0
0,105.75,59.75,72.2,9.6,31.0
0,42.25,32.75,38.9,12.1,7.15
0,60.75,27.25,39.2,13.6,0.74
0,97.25,58.25,64.6,8.0,31.0
0,79.75,17.25,17.4,12.1,0.0
0,46.25,39.25,62.2,7.8,29.49
0,48.25,24.75,44.4,9.4,0.0
0,78.25,20.25,13.1,15.0,0.0
0,87.75,27.75,37.7,18.1,31.0
0,44.25,60.25,86.1,6.6,31.0
0,92.75,32.75,37.6,15.8,31.0
0,123.25,56.25,67.9,10.4,31.0
0,59.25,61.75,70.0,8.5,31.0
0,91.25,72.25,69.8,7.4,31.0
0,41.25,33.75,43.3,11.8,10.02
0,110.25,25.75,87.4,3.9,17.66
0,111.25,27.25,84.3,4.2,19.5
0,61.25,75.75,76.3,8.5,31.0
0,132.25,50.25,38.7,11.4,31.0
0,31.75,64.75,90.9,8.0,31.0
0,98.25,40.25,33.8,11.6,31.0
0,110.25,64.75,78.4,8.6,31.0
0,113.75,24.25,73.1,6.3,6.06
0,72.25,67.75,89.7,6.3,31.0
0,100.75,69.25,58.5,7.3,31.0
0,103.25,28.25,49.9,7.8,21.27
0,80.75,62.25,83.8,6.8,31.0
0,110.75,53.25,30.0,11.9,31.0
0,84.75,37.25,42.8,15.7,31.0
0,56.25,34.75,51.1,11.0,11.81
0,82.75,55.25,53.0,8.0,31.0
0,78.25,52.25,49.5,9.2,31.0
1,118.302806,24.424528,72.4,5.8,1.91
0,104.75,19.75,61.4,6.8,0.0
0,95.75,50.75,39.9,11.4,31.0
0,20.25,-11.25,83.8,11.7,0.0
0,21.25,44.75,83.8,5.7,22.97
1,23.206667,41.398056,77.6,6.7,22.01
0,85.25,60.75,74.4,7.2,31.0
0,120.75,28.25,69.7,4.7,16.33
0,113.75,35.25,43.1,10.5,28.63
0,127.75,70.75,60.4,5.9,31.0
0,97.75,16.75,25.0,13.9,0.0
0,76.25,11.25,31.7,10.8,0.0
1,23.19,41.511111,79.6,6.4,26.87
0,81.75,53.25,61.9,8.7,31.0
0,114.75,64.25,82.2,8.1,31.0
1,22.135569,42.23729,80.4,6.6,25.78
0,109.25,26.25,90.2,4.2,18.45
0,92.25,53.25,54.6,12.0,31.0
0,81.75,45.25,36.1,13.1,31.0
0,122.75,64.25,56.0,6.2,31.0
0,75.75,54.75,36.9,8.6,31.0
0,71.75,64.25,78.8,6.0,31.0
1,19.94,-17.94,67.5,12.2,0.0
0,70.25,56.25,48.0,8.3,31.0
0,35.75,34.25,65.7,7.1,0.74
0,121.25,69.25,65.4,6.3,31.0
0,34.75,62.75,91.8,6.3,31.0
0,82.25,29.25,42.8,14.1,30.52
0,108.25,39.75,29.6,12.1,31.0
0,13.75,-16.75,71.3,10.2,0.0
0,98.75,64.75,71.6,6.5,31.0
1,19.7617,41.3778,71.1,8.3,12.33
0,37.75,28.75,31.7,12.4,4.09
0,113.25,71.25,69.0,6.3,31.0
1,22.740957,41.781121,80.1,6.5,25.68
0,137.75,63.25,56.5,7.1,31.0
0,69.75,57.25,47.1,8.2,31.0
0,111.75,65.25,82.0,8.3,31.0
0,177.25,64.25,52.6,8.2,31.0
0,35.25,68.75,88.8,6.8,31.0
0,46.25,49.75,75.8,6.5,30.49
0,59.25,59.25,71.3,7.3,31.0
0,44.25,42.75,69.8,9.5,31.0
0,80.25,37.25,49.8,10.9,30.49
0,79.25,22.25,10.9,14.5,0.0
0,60.75,68.75,75.0,7.6,31.0
0,109.25,69.25,67.6,7.4,31.0
1,22.43246,42.33721,80.4,6.6,25.78
0,82.75,23.75,22.7,14.5,0.52
0,165.25,65.75,66.2,9.3,31.0
0,76.75,70.75,81.0,7.1,31.0
0,86.75,51.75,55.6,10.8,31.0
0,60.75,61.75,66.6,8.6,31.0
1,19.5789,41.0503,71.1,8.3,12.33
0,23.75,40.25,69.8,6.5,10.78
0,118.75,57.25,65.0,11.0,31.0
1,22.46574,42.53685,83.9,6.2,26.19
0,42.25,22.25,45.7,12.4,0.0
0,71.25,56.25,47.7,8.3,31.0
0,109.25,28.25,86.0,4.4,21.77
0,37.75,26.25,34.2,11.9,0.06
0,89.75,50.75,40.8,13.6,31.0
0,79.75,30.75,53.7,13.1,31.0
0,57.75,54.25,63.0,9.1,31.0
0,42.25,52.25,80.1,5.9,30.82
0,33.75,30.25,38.6,11.3,1.01
0,110.25,55.75,59.6,10.7,31.0
0,108.75,74.25,59.6,6.0,31.0
0,78.25,27.75,44.6,14.6,2.6
0,33.75,56.25,88.5,5.3,30.34
0,73.25,57.25,51.0,8.0,31.0
0,169.25,66.25,66.7,10.0,31.0
0,83.25,64.25,87.0,6.3,31.0
0,129.25,51.75,33.8,13.0,31.0
0,92.75,57.25,70.8,8.1,31.0
0,80.25,6.25,57.2,8.4,0.0
0,62.25,47.75,58.6,9.1,31.0
0,67.75,68.25,97.4,5.3,31.0
0,94.25,19.25,23.4,12.5,0.0
0,80.25,62.25,83.9,6.7,31.0
0,162.25,57.75,78.5,6.4,31.0
0,42.25,65.25,90.5,7.3,31.0
0,161.75,63.25,70.4,8.5,31.0
0,88.25,32.75,38.5,13.1,31.0
0,51.75,28.75,42.4,9.8,2.04
0,36.75,63.75,89.0,6.6,31.0
0,109.75,50.75,30.7,11.6,31.0
1,20.297327,41.142503,79.1,7.1,24.03
0,162.25,66.25,70.6,8.6,31.0
0,85.75,42.75,41.3,12.0,31.0
0,86.75,23.75,34.3,14.5,0.0
1,22.40227,42.61592,83.9,6.2,26.19
0,131.25,53.75,42.3,11.5,31.0
0,133.75,46.75,40.1,8.2,31.0
0,131.75,59.75,72.4,6.5,31.0
0,82.25,55.75,51.2,7.9,31.0
0,89.75,25.75,41.3,12.7,0.0
0,172.25,64.75,62.7,9.7,31.0
0,119.25,51.75,30.6,13.2,31.0
0,72.75,63.25,75.5,6.3,31.0
0,138.25,59.75,54.9,6.7,31.0
0,75.75,14.25,13.6,12.8,0.0
0,57.75,61.75,74.5,7.2,31.0
1,47.817564,29.286099,39.7,10.7,0.39
0,102.25,32.75,51.6,19.2,31.0
0,77.25,51.75,40.7,9.3,31.0
0,124.25,64.25,61.0,6.0,31.0
0,99.75,25.25,31.7,12.5,11.29
0,104.25,40.75,28.5,12.2,31.0
0,91.25,74.25,66.4,7.3,31.0
0,54.25,63.25,77.5,6.5,31.0
0,48.75,25.25,43.9,9.0,0.0
0,88.75,50.25,39.8,12.9,31.0
0,86.75,28.25,33.2,19.1,31.0
0,107.75,67.25,69.3,7.8,31.0
0,114.75,39.75,23.4,12.0,31.0
0,43.25,41.75,68.9,9.6,30.84
0,25.75,29.75,27.6,11.4,0.39
0,124.75,68.75,62.8,5.8,31.0
0,101.75,63.25,73.0,7.9,31.0
0,103.75,28.25,54.3,7.0,24.82
0,117.25,29.25,69.2,7.9,22.73
1,36.109897,37.161904,65.9,6.8,5.85
0,121.25,57.75,73.1,9.5,31.0
0,34.25,25.25,25.6,13.5,1.01
0,120.25,49.75,26.9,11.4,31.0
0,45.25,42.75,71.2,8.8,31.0
0,115.75,59.75,73.9,8.2,31.0
0,79.75,55.75,53.2,7.7,31.0
0,68.75,69.75,92.1,6.1,31.0
0,62.75,51.25,38.8,8.9,31.0
0,80.25,64.25,91.7,6.7,31.0
0,93.75,31.25,35.9,15.1,31.0
0,68.25,62.25,70.4,6.3,31.0
0,108.25,53.75,53.5,9.7,31.0
0,108.75,65.25,74.7,8.8,31.0
0,150.75,69.75,80.6,8.5,31.0
0,68.25,65.75,93.0,4.7,31.0
0,52.25,29.75,39.8,12.6,23.33
0,40.75,52.75,80.9,5.9,30.68
0,115.25,61.25,74.2,7.7,31.0
0,38.75,52.75,81.5,5.6,30.59
0,21.25,-8.25,83.8,11.7,0.0
0,163.75,67.25,69.2,8.8,31.0
0,66.25,66.25,97.1,4.3,31.0
0,103.75,39.75,32.4,12.7,31.0
0,173.75,65.25,61.1,9.1,31.0
0,52.25,66.75,78.4,7.4,31.0
0,97.75,80.75,63.8,7.3,31.0
0,63.25,57.25,62.6,7.6,31.0
0,53.75,66.25,78.1,7.2,31.0
0,83.75,35.25,50.3,15.8,31.0
0,60.25,63.75,67.0,8.1,31.0
0,116.25,34.75,44.8,9.7,28.17
1,21.80022,42.317591,82.8,6.5,25.15
0,86.25,35.25,45.9,15.2,31.0
0,81.75,22.75,16.7,13.6,0.0
1,19.5789,41.0503,71.1,8.3,12.33
0,50.25,24.25,44.0,7.9,0.0
0,98.25,24.25,29.3,13.8,8.31
1,36.248085,37.043215,65.9,6.8,5.85
0,149.75,60.25,65.4,6.5,31.0
0,76.25,47.25,26.7,10.0,31.0
0,84.25,56.75,54.5,7.5,31.0
0,62.25,52.75,39.9,8.7,31.0
0,85.75,44.75,43.0,7.7,31.0
0,102.25,73.25,48.9,6.4,31.0
0,128.75,68.25,59.5,7.3,31.0
0,68.25,45.75,55.2,9.7,31.0
0,77.75,15.75,14.5,13.2,0.0
1,45.606,43.0614,81.6,6.2,25.68
0,99.25,35.25,38.1,16.1,31.0
0,33.25,30.75,41.6,10.9,0.33
0,50.25,63.25,75.0,6.8,31.0
1,19.498164,40.807024,71.9,8.4,8.31
0,39.25,67.75,93.3,7.1,31.0
1,35.38291,32.81113,57.2,8.1,0.15
0,121.25,30.75,63.1,5.6,21.52
0,16.75,-12.25,85.0,11.0,0.0
0,46.75,56.75,72.2,5.6,31.0
0,86.75,40.25,37.3,13.6,31.0
0,119.75,50.75,28.6,12.8,31.0
0,42.25,28.25,40.2,12.5,2.17
0,118.25,56.75,61.9,11.6,31.0
1,26.5739,41.4836,78.4,6.8,18.19
1,35.203557,32.442991,54.0,8.3,0.74
0,108.75,71.25,62.3,6.8,31.0
0,17.75,-19.75,62.5,13.1,0.0
0,107.75,53.75,53.9,9.5,31.0
0,68.75,60.75,59.4,6.9,31.0
0,63.25,52.25,32.9,8.9,31.0
0,126.25,49.75,25.6,13.4,31.0
0,135.25,52.75,45.0,11.6,31.0
0,43.25,55.25,78.1,5.6,30.95
1,20.018595,42.329022,82.0,6.0,26.09
0,63.25,48.25,52.7,8.7,31.0
1,20.47591,41.698409,81.0,6.6,24.49
0,57.25,55.75,67.8,8.6,31.0
0,77.25,25.75,33.3,14.8,1.54
1,26.17,40.83,71.0,6.8,14.99
0,114.25,31.75,60.1,8.1,25.04
1,19.597721,42.935896,78.7,5.8,27.59
0,76.25,62.25,80.1,6.9,31.0
0,117.75,42.75,23.2,10.4,31.0
0,50.25,50.25,70.7,8.0,31.0
0,74.25,26.75,29.7,16.4,3.06
0,44.25,20.25,45.9,11.2,0.0
