Response,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts
0,82032.0,0,0,54,332,194,377
0,22775.0,1,0,40,5,1,8
0,40101.0,1,0,73,171,3,129
0,58025.0,0,1,81,270,31,88
1,75777.0,0,0,12,712,26,538
0,7500.0,1,0,7,2,8,11
0,33562.0,1,2,33,21,12,12
0,57642.0,0,1,24,580,6,58
0,58554.0,1,1,55,368,24,68
0,63777.0,1,1,87,457,5,106
0,57967.0,0,1,39,229,7,137
0,24434.0,2,0,9,3,2,8
0,11012.0,1,0,82,24,3,26
0,44802.0,0,0,71,853,10,143
0,26816.0,0,0,50,5,1,6
0,666666.0,1,0,23,9,14,18
0,34421.0,1,0,81,3,3,7
0,61223.0,0,1,46,709,43,182
0,64014.0,2,1,56,406,0,30
0,56981.0,0,0,91,908,48,217
0,69245.0,0,1,8,428,30,214
1,52869.0,1,1,40,84,3,61
